source_path,exists,row_count,candidate_columns,source_role,usable_for_fork_inventory,usable_for_decision_point_inventory,rejection_reason,notes
outputs\report_figures\ch6_5_ib3_time_axis_qa_v1\activity_8_1_route_axis_flip_candidates.csv,True,2523,axis_version|raw_point_index|elapsed_sec|dt_sec_qa|route_class|movement_state|motion_artifact_flag|gps_drift_suspected|route_distance_previous_m|route_distance_current_m|route_distance_delta_m|large_jump_ge_500m|shelter_occurrence_flip_600_3500,activity_mapmatch_or_wrong_branch_diagnostic_not_fork_inventory,False,False,activity_behavior_diagnostic_not_route_decision_point_inventory,Activity diagnostics can validate consequences of forks but cannot define route-level fork exposure alone.
outputs\report_figures\ch6_5_ib3_time_axis_qa_v1\activity_8_1_shelter_time_axis_occurrence.csv,True,2,shelter_route_occurrence_id|physical_reference_cluster_id|route_occurrence_role|route_occurrence_start_m|route_occurrence_end_m|route_occurrence_marker_m|reference_lat|reference_lon|distance_from_first_reference_m|activity_point_count|activity_elapsed_start_sec|activity_elapsed_end_sec|activity_elapsed_mid_sec|activity_artifact_row_count|interpretation_boundary,activity_mapmatch_or_wrong_branch_diagnostic_not_fork_inventory,False,False,activity_behavior_diagnostic_not_route_decision_point_inventory,Activity diagnostics can validate consequences of forks but cannot define route-level fork exposure alone.
outputs\report_figures\ch6_5_route_load_behavior_surface_profile_v1\ch6_5_behavior_window_summary_v1.csv,True,84,behavior_window_start_m|behavior_window_end_m|activity_count|source_window_row_count|point_count|route_phase|route_load_evidence_rule_label|speed_mps_median|speed_mps_p25|speed_mps_p75|low_speed_point_ratio_mean|low_speed_point_ratio_median|stopped_point_ratio_mean|stopped_point_ratio_median|stopped_point_ratio_p90|heart_rate_bpm_median|heart_rate_bpm_p25|heart_rate_bpm_p75|ib2_terrain_evidence_median|ib2_effort_evidence_median|ib2_exposure_evidence_median|weather_context_available_count|weather_context_coverage_ratio|behavior_grain_note,activity_mapmatch_or_wrong_branch_diagnostic_not_fork_inventory,False,False,activity_behavior_diagnostic_not_route_decision_point_inventory,Activity diagnostics can validate consequences of forks but cannot define route-level fork exposure alone.
outputs\report_figures\ch6_5_route_load_behavior_surface_profile_v1\ch6_5_route_event_markers_v1.csv,True,36,event_type|event_label|route_distance_m|exposure_run_start_m|exposure_run_end_m|nearest_feature_distance_m|marker_method|interpretation_boundary,activity_mapmatch_or_wrong_branch_diagnostic_not_fork_inventory,False,False,activity_behavior_diagnostic_not_route_decision_point_inventory,Activity diagnostics can validate consequences of forks but cannot define route-level fork exposure alone.
outputs\report_figures\ch6_5_route_load_behavior_surface_profile_v1\ch6_5_route_load_behavior_figure_audit_v1.csv,True,1,route_input_csv|behavior_input_csv|route_1m_row_count|route_distance_max_m|surface_unknown_other_count|slope_missing_count|behavior_input_row_count|behavior_activity_count|behavior_bin_m|behavior_summary_row_count|route_phase_unknown_row_count|event_marker_count|weather_zero_fill_performed_count|legacy_gain_field_used_count|score_rank_class_generated_count|prohibited_generated_columns|audit_conclusion,activity_mapmatch_or_wrong_branch_diagnostic_not_fork_inventory,False,False,activity_behavior_diagnostic_not_route_decision_point_inventory,Activity diagnostics can validate consequences of forks but cannot define route-level fork exposure alone.
outputs\report_figures\ch6_5_route_load_behavior_surface_profile_v1\ch6_5_route_surface_slope_1m_v1.csv,True,4188,route_distance_m|dist_m|lat|lon|osm_highway|osm_surface|surface_class|route_semantic_class|osm_is_steps|slope_pct|slope_window_nlsc|terrain_score|effort_score|exposure_score|near_shelter|dist_shelter_m|near_guidepost|dist_guidepost_m|near_peak|dist_peak_m|near_trailhead|dist_trailhead_m|near_waterway|dist_waterway_m|near_bench|dist_bench_m|near_picnic_table|dist_picnic_table_m|source_route_distance_m|surface_type|surface_label|slope_pct_raw|slope_pct_plot|slope_method|surface_method,activity_mapmatch_or_wrong_branch_diagnostic_not_fork_inventory,False,False,activity_behavior_diagnostic_not_route_decision_point_inventory,Activity diagnostics can validate consequences of forks but cannot define route-level fork exposure alone.
outputs\report_figures\ch6_5_route_load_context_index_v1\route_load_behavior_response_candidate_windows_v1.csv,True,958,schema_version|activity_id_short|activity_id_full|route_distance_window_start_m|route_distance_window_end_m|route_phase|point_count|route_profile_elevation_range_m|calibrated_slope_pct_p75_abs|slope_load_source|ib2_effort_evidence_median|ib2_terrain_evidence_median|near_steps_ratio|vertical_load_norm|slope_load_norm|ib2_effort_load_norm|terrain_load_norm|steps_surface_load_norm|route_load_context_index_0_100|route_load_context_band|route_load_context_reason_flags|weather_context_flags|weather_context_available|environment_context_flags|environment_context_available|temperature_c|relative_humidity_pct|precipitation_mm|wind_speed_ms|wind_gust_ms|uv_index|heart_rate_bpm_median|activity_heart_rate_bpm_median_p75|speed_mps_median|low_speed_ratio|stopped_ratio|behavior_response_flags|behavior_response_signal_flag_count|window_qa_flags|route_load_context_boundary|candidate_window_label|candidate_window_boundary,activity_mapmatch_or_wrong_branch_diagnostic_not_fork_inventory,False,False,activity_behavior_diagnostic_not_route_decision_point_inventory,Activity diagnostics can validate consequences of forks but cannot define route-level fork exposure alone.
outputs\report_figures\ch6_5_route_load_context_index_v1\route_load_context_activity_summary_v1.csv,True,25,activity_id_short|windows_n|lower_load_windows_n|moderate_load_windows_n|high_load_windows_n|very_high_load_windows_n|candidate_windows_n|max_route_load_context_index_0_100|median_route_load_context_index_0_100|high_or_very_high_load_ratio|candidate_window_ratio|summary_boundary,activity_mapmatch_or_wrong_branch_diagnostic_not_fork_inventory,False,False,activity_behavior_diagnostic_not_route_decision_point_inventory,Activity diagnostics can validate consequences of forks but cannot define route-level fork exposure alone.
outputs\report_figures\ch6_5_route_load_context_index_v1\route_load_context_windows_v1.csv,True,2054,schema_version|activity_id_short|activity_id_full|route_distance_window_start_m|route_distance_window_end_m|route_phase|point_count|route_profile_elevation_range_m|calibrated_slope_pct_p75_abs|slope_load_source|ib2_effort_evidence_median|ib2_terrain_evidence_median|near_steps_ratio|vertical_load_norm|slope_load_norm|ib2_effort_load_norm|terrain_load_norm|steps_surface_load_norm|route_load_context_index_0_100|route_load_context_band|route_load_context_reason_flags|weather_context_flags|weather_context_available|environment_context_flags|environment_context_available|temperature_c|relative_humidity_pct|precipitation_mm|wind_speed_ms|wind_gust_ms|uv_index|heart_rate_bpm_median|activity_heart_rate_bpm_median_p75|speed_mps_median|low_speed_ratio|stopped_ratio|behavior_response_flags|behavior_response_signal_flag_count|window_qa_flags|route_load_context_boundary,activity_mapmatch_or_wrong_branch_diagnostic_not_fork_inventory,False,False,activity_behavior_diagnostic_not_route_decision_point_inventory,Activity diagnostics can validate consequences of forks but cannot define route-level fork exposure alone.
outputs\report_figures\ch6_5_route_surface_event_behavior_profile_with_ib3d_events_v1_5\ch6_5_route_surface_event_behavior_profile_with_ib3d_events_37_1_v1_5_audit.csv,True,1,activity_id_short|behavior_window_rows|event_overlay_rows|event_overlay_ready_rows|high_hr_recovery_stop_windows|short_pause_windows|off_route_rest_windows|terminal_artifact_windows|output_png|boundary,activity_mapmatch_or_wrong_branch_diagnostic_not_fork_inventory,False,False,activity_behavior_diagnostic_not_route_decision_point_inventory,Activity diagnostics can validate consequences of forks but cannot define route-level fork exposure alone.
scripts\make_ch6_5_5_300s_movement_consumption_integration_review_v1.py,True,SCRIPT,ADD_CONSUMPTION_GATE_OR_MARK_AS_SELF_STUDY_CONTEXT|Any|ArgumentParser|BOUNDARY|Build|CH6|CONSUMPTION_TOKENS|DEFAULT_CONSUMPTION_ROOT|DEFAULT_OUTPUT_ROOT|DEFAULT_STUDY_ROOT|DataFrame|EVIDENCE_TOKENS|FORBIDDEN_OUTPUT_COLUMN_PATTERNS|False|FileNotFoundError|GAP_REVIEW_REQUIRED|GAP_REVIEW_REQUIRED_EVIDENCE_WITHOUT_CONSUMPTION_GATE|INTEGRATED_WITH_CONSUMPTION_GATE|Inspect|Missing|NONE|NO_300S_MOVEMENT_EVIDENCE_REFERENCE|NO_CONSUMPTION_GATE_GAP_DETECTED|Namespace|PASS|PASS_CH6_5_5_300S_MOVEMENT_CONSUMPTION_INTEGRATION_REVIEW_V1_DESCRIPTIVE_ONLY|Path|REVIEW|REVIEW_REQUIRED_CH6_5_5_300S_MOVEMENT_CONSUMPTION_INTEGRATION_REVIEW_V1|SCRIPT_GLOBS|SELF_COMPONENT_OK|SELF_COMPONENT_TOKENS|Script|THCI|This|UnicodeDecodeError|__doc__|__future__|_osm|ability|ability_class|ability_rank|ability_score|activity|add_argument|admission|allowed_use|also|and|annotations|any|append|argparse|astype|authorize|before|bin|bool|build_audit|build_gap_review|build_script_inventory|but|causality|causality_claim|ch6_5_5_300s_movement_consumption_integration_review_v1|ch6_5_5_300s_movement_qa_gate_consumption_v1|ch6_5_5_movement_300s_corrected_data_study|ch6_5_5_movement_300s_corrected_data_study_v1_1|checks|claims|classes|classify_script|coding|collect_scripts|columns|compute|consume|consumes|consumption|consumption_audit,script_hint_not_data_source,False,False,script_only_not_governed_inventory_source,Script is useful for provenance discovery but is not a route feature table.
scripts\make_ch6_5_5_300s_movement_evidence_admission_review_v1.py,True,SCRIPT,ADMIT_CANDIDATE_AXIS_FOR_DOWNSTREAM_REVIEW|Any|ArgumentParser|BOUNDARY|Build|CH6|DEFAULT_INPUT_ROOT|DEFAULT_OUTPUT_ROOT|DO_NOT_ADMIT_STANDALONE_RETAIN_DESCRIPTIVE_LIMITED_COVERAGE|DataFrame|FORBIDDEN_OUTPUT_PATTERNS|False|FileNotFoundError|Missing|Namespace|PASS|PASS_CH6_5_5_300S_MOVEMENT_EVIDENCE_ADMISSION_REVIEW_V1_DESCRIPTIVE_ONLY|Path|RADAR_BASELINE_ACTIVITY|REVIEW|REVIEW_REQUIRED_CH6_5_5_300S_MOVEMENT_EVIDENCE_ADMISSION_REVIEW_V1|Series|THCI|This|__doc__|__future__|_osm|ability|ability_class|ability_rank|ability_score|activity|activity_id_short|add_argument|admission|admission_status|allowed_use|and|annotations|append|argparse|artifact|astype|audit|authorize|axis|axis_decision_rows|baseline|baseline_activity_count|baseline_n|below|bin|bool_count|both_activity_n|both_cov|build_activity_coverage|candidate_performance_axis|causality|causality_claim|ch6_5_5_300s_movement_evidence_admission_review_v1|ch6_5_5_movement_300s_corrected_data_study_v1_1|claims|classes|coding|coerce|col|columns|compute|configured|continuity|copy|corrected|count|count_status|coverage|coverage_ratio|covered_baseline_activity_count|data|decisions|def,script_hint_not_data_source,False,False,script_only_not_governed_inventory_source,Script is useful for provenance discovery but is not a route feature table.
scripts\make_ch6_5_5_300s_movement_qa_gate_consumption_v1.py,True,SCRIPT,ACTIVE|Any|ArgumentParser|BOUNDARY|Build|CH6|DEFAULT_ADMISSION_ROOT|DEFAULT_OUTPUT_ROOT|DEFAULT_STUDY_ROOT|DataFrame|FORBIDDEN_OUTPUT_PATTERNS|False|FileNotFoundError|Missing|Namespace|None|PASS|PASS_CH6_5_5_300S_MOVEMENT_QA_GATE_CONSUMPTION_V1_DESCRIPTIVE_ONLY|Path|RADAR_BASELINE_ACTIVITY|REVIEW|REVIEW_REQUIRED_CH6_5_5_300S_MOVEMENT_QA_GATE_CONSUMPTION_V1|ROUTE_CONTINUITY|Series|THCI|This|__doc__|__future__|_osm|ability|ability_class|ability_rank|ability_score|activities|activity_coverage|activity_id_short|add_argument|adding_extra_activity_to_baseline_without_review|admission|admission_status|after|allowed_downstream_use|allowed_use|already|and|annotations|any|append|argparse|artifact|astype|authorize|axis_decision|baseline_population_gate|before|bin|build_policy|build_window_review|candidates|causality|causality_claim|ch6_5_5_300s_movement_evidence_admission_review_v1|ch6_5_5_300s_movement_qa_gate_consumption_v1|ch6_5_5_movement_300s_corrected_data_study_v1_1|claims|classes|coding|coerce|col|columns|compute|consume|consumes|consumption|consumption_rule|contains|context|continuity|copy|coverage,script_hint_not_data_source,False,False,script_only_not_governed_inventory_source,Script is useful for provenance discovery but is not a route feature table.
scripts\make_ch6_5_5_activity_history_numeric_attribution_docs.py,True,SCRIPT,Actual|Add|ArgumentParser|Audit|BOUNDARY|CH6|CURRENT_INDEX_updated_20260618_ch6_5_5_activity_history_numeric_attribution|DataFrame|Descriptive|Evidence|False|FileNotFoundError|Generate|HRmax|Inputs|NUMERIC_DETAIL_REVIEW_NOT_PRIMARY_CASE_YET|Next|None|Notes|Numeric|Output|Outputs|Path|Primary|Qixing|README|README_current_pipeline_updated_20260618_ch6_5_5_activity_history_numeric_attribution|REPORT_PRIMARY_CASE_CANDIDATE|REPORT_SECONDARY_CASE_CANDIDATE|Report|Role|Scope|Secondary|TAG|Tertiary|The|This|True|V04_ROOT|V05_ROOT|VO2max|_No|__doc__|__future__|_ch6_5_5_activity_history_numeric_attribution|_osm|ability|activity|activity_count|activity_id_short|activity_id_short_list|add_argument|age|and|annotations|are|argparse|args|astype|attrib_v05|attribution|attribution_scope_rows|audit4|audit5|audit_conclusion|audit_v04|audit_v05|behavior|bin|boundary|built|candidate|candidates|case|cases|causality|ch6_5_5_activity_history_numeric_attribution_v0_5|ch6_5_5_activity_history_primary_relabel_v0_4|changelog_updated_20260618_ch6_5_5_activity_history_numeric_attribution|class,script_hint_not_data_source,False,False,script_only_not_governed_inventory_source,Script is useful for provenance discovery but is not a route feature table.
